[	(	[ ( NUPOS
1:100	CD	1:100 O TermTag
)	)	) ) NUPOS
,	,	, , NUPOS
SMA	NN	sma GENE TermTag
(	(	( ( NUPOS
``	``	`` O TermTag
LabVision	NN	LabVision O TermTag
''	''	'' O TermTag
,	,	, , NUPOS
1:100	CD	1:100 O TermTag
)	)	) ) NUPOS
,	,	, , NUPOS
TGF-b	NN	TGF-b GENE TermTag
,	,	, , NUPOS
TNF-a	NN	TNF-a GENE TermTag
,	,	, , NUPOS
CD34	NN	CD34 GENE TermTag
,	,	, , NUPOS
Ost-4	NN	Ost-4 GENE TermTag
,	,	, , NUPOS
and	CC	and O TermTag
CD117	NN	CD117 GENE TermTag
(	(	( ( NUPOS
``	``	`` O TermTag
Dako	NNP	Dako O TermTag
''	''	'' O TermTag
,	,	, , NUPOS
1:50	CD	1:50 O TermTag
)	)	) ) NUPOS
,	,	, , NUPOS
CD68	NN	CD68 GENE TermTag
,	,	, , NUPOS
and	CC	and O TermTag
EMA	NN	EMA O TermTag
(	(	( ( NUPOS
``	``	`` O TermTag
Dako	NNP	Dako O TermTag
''	''	'' O TermTag
,	,	, , NUPOS
1:100	CD	1:100 O TermTag
)	)	) ) NUPOS
.	.	. . NUPOS

Biotinylated	VBN	biotinylate O TermTag
anti-mouse	JJ	anti-mouse O TermTag
and	CC	and O TermTag
anti-rabbit	JJ	anti-rabbit O TermTag
immunoglobulin	NN	immunoglobulin O TermTag
antibodies	NNS	antibody O TermTag
(	(	( ( NUPOS
``	``	`` O TermTag
Dako	NNP	Dako O TermTag
''	''	'' O TermTag
LSAB	NN	LSAB O TermTag
+	CC	+ CC PennPOS
KIT	NN	kit O TermTag
,	,	, , NUPOS
PEROXIDASE	NN	peroxidase O TermTag
)	)	) ) NUPOS
were	VBD	be O TermTag
used	VBN	use O TermTag
as	IN	as O TermTag
secondary	JJ	secondary O TermTag
antibodies	NNS	antibody O TermTag
.	.	. . NUPOS

All	PDT	all O TermTag
the	DT	the O TermTag
quantitative	JJ	quantitative O TermTag
and	CC	and O TermTag
semi-quantitative	JJ	semi-quantitative O TermTag
data	NNS	datum O TermTag
obtained	VBN	obtain O TermTag
were	VBD	be O TermTag
processed	VBN	process O TermTag
by	IN	by O TermTag
variation	NN	variation O TermTag
statistics	NNS	statistics O TermTag
.	.	. . NUPOS

RESULTS	NNS	result O TermTag
:	:	: : NUPOS
The	DT	the O TermTag
compared	VBN	compare O TermTag
IIPs	NNS	iip O TermTag
were	VBD	be O TermTag
shown	VBN	show O TermTag
to	TO	to O TermTag
differ	VB	differ O TermTag
in	IN	in O TermTag
the	DT	the O TermTag
site	NN	site O TermTag
and	CC	and O TermTag
degree	NN	degree O TermTag
of	IN	of O TermTag
initial	JJ	initial O TermTag
and	CC	and O TermTag
secondary	JJ	secondary O TermTag
respiratory	JJ	respiratory O TermTag
acinus	NN	acinus O TermTag
damages	NNS	damages O TermTag
caused	VBN	cause O TermTag
by	IN	by O TermTag
the	DT	the O TermTag
aggressiveness	NN	aggressiveness O TermTag
of	IN	of O TermTag
an	DT	a O TermTag
inflammatory	JJ	inflammatory O TermTag
infiltrate	NN	infiltrate O TermTag
and	CC	and O TermTag
the	DT	the O TermTag
spread	NN	spread O TermTag
of	IN	of O TermTag
a	DT	a dt NUPOS
lesion	NN	lesion O TermTag
to	TO	to O TermTag
different	JJ	different O TermTag
SCN	NN	scn O TermTag
areas	NNS	area O TermTag
involved	VBN	involve O TermTag
in	IN	in O TermTag
the	DT	the O TermTag
regeneration	NN	regeneration O TermTag
of	IN	of O TermTag
lung	NN	lung O TermTag
tissue	NN	tissue O TermTag
.	.	. . NUPOS

The	DT	the O TermTag
mesenchymal	JJ	mesenchymal O TermTag
cell	NN	cell O TermTag
with	IN	with O TermTag
myofibroblast	NN	myofibroblast O TermTag
differentiation	NN	differentiation O TermTag
,	,	, , NUPOS
which	WDT	which O TermTag
is	VBZ	be O TermTag
probably	RB	probable O TermTag
associated	VBN	associate O TermTag
with	IN	with O TermTag
a	DT	a dt NUPOS
mesenchymal	JJ	mesenchymal O TermTag
stem	NN	stem O TermTag
cell	NN	cell O TermTag
,	,	, , NUPOS
as	IN	as O TermTag
evidenced	VBN	evidence O TermTag
by	IN	by O TermTag
Oct-4	NN	Oct-4 GENE TermTag
,	,	, , NUPOS
Vimentin	NN	vimentin GENE TermTag
,	,	, , NUPOS
SMA	NN	sma GENE TermTag
,	,	, , NUPOS
CD117	NN	CD117 GENE TermTag
,	,	, , NUPOS
and	CC	and O TermTag
CD34	NN	CD34 GENE TermTag
expression	NN	expression O TermTag
by	IN	by O TermTag
these	DT	these O TermTag
cells	NNS	cell O TermTag
,	,	, , NUPOS
may	MD	may O TermTag
be	VB	be O TermTag
considered	VBN	consider O TermTag
to	TO	to O TermTag
be	VB	be O TermTag
a	DT	a dt NUPOS
marker	NN	marker O TermTag
cell	NN	cell O TermTag
of	IN	of O TermTag
deep	JJ	deep O TermTag
SCN	NN	scn O TermTag
damage	NN	damage O TermTag
.	.	. . NUPOS

CONCLUSION	NN	conclusion O TermTag
:	:	: : NUPOS
The	DT	the O TermTag
author	NN	author O TermTag
state	NN	state O TermTag
that	IN	that O TermTag
the	DT	the O TermTag
clinical	JJ	clinical O TermTag
course	NN	course O TermTag
and	CC	and O TermTag
degree	NN	degree O TermTag
of	IN	of O TermTag
morphological	JJ	morphological O TermTag
changes	NNS	change O TermTag
in	IN	in O TermTag
IPP	NN	ipp O TermTag
directly	RB	direct O TermTag
depend	VB	depend O TermTag
on	IN	on O TermTag
the	DT	the O TermTag
severity	NN	severity O TermTag
and	CC	and O TermTag
depth	NN	depth O TermTag
of	IN	of O TermTag
damage	NN	damage O TermTag
to	TO	to O TermTag
the	DT	the O TermTag
SCN	NN	scn O TermTag
areas	NNS	area O TermTag
of	IN	of O TermTag
the	DT	the O TermTag
respiratory	JJ	respiratory O TermTag
acinus	NN	acinus O TermTag
.	.	. . NUPOS

