[	(	[ ( NUPOS
16	CD	16 crd NUPOS
fibrosing	NN	fibrosing NN PennPOS
pattern	NN	pattern NN PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
normal	JJ	normal JJ PennPOS
lung	NN	lung NN PennPOS
tissues	NNS	tissue NNS PennPOS
were	VBD	be vbd NUPOS
collected	VBN	collect VBN PennPOS
as	IN	as c-acp NUPOS
the	DT	the dt NUPOS
control	NN	control NN PennPOS
group	NN	group NN PennPOS
:	:	: : NUPOS
The	DT	the dt NUPOS
fresh	JJ	fresh JJ PennPOS
tissues	NNS	tissue NNS PennPOS
were	VBD	be vbd NUPOS
made	VBN	make VBN PennPOS
to	TO	to p-acp NUPOS
detect	VB	detect VBP PennPOS
more	JJR	many JJR PennPOS
than	IN	than cs NUPOS
114	CD	114 crd NUPOS
kinds	NNS	kind NNS PennPOS
of	IN	of pp-f NUPOS
cytokines	NNS	cytokine NNS PennPOS
'	POS	' POS PennPOS
expressions	NNS	expression NNS PennPOS
via	IN	via IN PennPOS
Oligo	JJ	oligo JJ PennPOS
GEArray	NN	GEArray NN PennPOS
gene	NN	gene NN PennPOS
microarray	NN	microarray NN PennPOS
technology	NN	technology NN PennPOS
.	.	. . NUPOS

Made	VBN	make VBN PennPOS
a	DT	a dt NUPOS
tissue	NN	tissue NN PennPOS
microarray	NN	microarray NN PennPOS
which	WDT	which r-crq NUPOS
applied	VBD	apply VBD PennPOS
EnVision	NNP	EnVision NNP PennPOS
immunohistochemistry	NN	immunohistochemistry NN PennPOS
technology	NN	technology NN PennPOS
to	TO	to p-acp NUPOS
detect	VB	detect VBP PennPOS
the	DT	the dt NUPOS
expressions	NNS	expression NNS PennPOS
of	IN	of pp-f NUPOS
BMP-7	NN	BMP-7 NN PennPOS
and	CC	and cc NUPOS
TGF-b	NN	TGF-b NN PennPOS
in	IN	in IN PennPOS
both	CC	both CC PennPOS
kinds	NNS	kind NNS PennPOS
of	IN	of pp-f NUPOS
IIPs	NNS	iip NNS PennPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
two	CD	two crd NUPOS
groups	NNS	group NNS PennPOS
of	IN	of pp-f NUPOS
patients	NNS	patient NNS PennPOS
were	VBD	be vbd NUPOS
followed-up	JJ	followed-up JJ PennPOS
visited	VBN	visit VBN PennPOS
around	IN	around IN PennPOS
5	CD	5 crd NUPOS
to	TO	to p-acp NUPOS
8	CD	8 crd NUPOS
years	NNS	year NNS PennPOS
and	CC	and cc NUPOS
the	DT	the dt NUPOS
survival	NN	survival NN PennPOS
curves	NNS	curve NNS PennPOS
were	VBD	be vbd NUPOS
evaluated	VBN	evaluate VBN PennPOS
by	IN	by IN PennPOS
Kaplan-Meier	NN	kaplan-meier NN PennPOS
method	NN	method NN PennPOS
.	.	. . NUPOS

RESULTS	NNS	result NNS PennPOS
:	:	: : NUPOS
According	VBG	accord VBG PennPOS
to	TO	to p-acp NUPOS
gene	NN	gene NN PennPOS
microarray	NN	microarray NN PennPOS
results	VBZ	result VBZ PennPOS
,	,	, , NUPOS
these	DT	these d NUPOS
two	CD	two crd NUPOS
groups	NNS	group NNS PennPOS
were	VBD	be vbd NUPOS
up-expression	NN	up-expression NN PennPOS
in	IN	in IN PennPOS
TGF	NN	tgf NN PennPOS
family	NN	family NN PennPOS
,	,	, , NUPOS
IL	NN	IL NN PennPOS
family	NN	family NN PennPOS
and	CC	and cc NUPOS
TNF	NN	TNF NN PennPOS
family	NN	family NN PennPOS
.	.	. . NUPOS

Most	JJS	many JJS PennPOS
of	IN	of pp-f NUPOS
BMP	NN	BMP NN PennPOS
members	NNS	member NNS PennPOS
were	VBD	be vbd NUPOS
down-expression	NN	down-expression NN PennPOS
,	,	, , NUPOS
in	IN	in IN PennPOS
comparison	NN	comparison NN PennPOS
with	IN	with pp NUPOS
the	DT	the dt NUPOS
control	NN	control NN PennPOS
group	NN	group NN PennPOS
,	,	, , NUPOS
except	IN	except c-acp NUPOS
BMP-5	NN	BMP-5 NN PennPOS
,	,	, , NUPOS
BMP-8B	NN	BMP-8B NN PennPOS
and	CC	and cc NUPOS
BMP-15	NN	BMP-15 NN PennPOS
.	.	. . NUPOS

As	IN	as c-acp NUPOS
the	DT	the dt NUPOS
tissue	NN	tissue NN PennPOS
microarray	NN	microarray NN PennPOS
results	VBZ	result VBZ PennPOS
demonstrated	VBN	demonstrate VBN PennPOS
,	,	, , NUPOS
compared	VBN	compare VBN PennPOS
with	IN	with pp NUPOS
normal	JJ	normal JJ PennPOS
lung	NN	lung NN PennPOS
tissues,BMP-7	NN	tissues,BMP-7 NN PennPOS
expressed	VBD	express VBD PennPOS
decreasingly	RB	decreasing RB PennPOS
in	IN	in IN PennPOS
IPF	NN	IPF NN PennPOS
and	CC	and cc NUPOS
INSIP	NN	INSIP NN PennPOS
groups	NNS	group NNS PennPOS
(	(	( ( NUPOS
t1	NN	t1 NN PennPOS
=	JJ	= JJ PennPOS
27.618	CD	27.618 CD PennPOS
,	,	, , NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.001	CD	0.001 CD PennPOS
;	:	; : NUPOS
t2	NN	t2 NN PennPOS
=	JJ	= JJ PennPOS
-12.404	CD	-12.404 CD PennPOS
,	,	, , NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.001	CD	0.001 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
expression	NN	expression NN PennPOS
of	IN	of pp-f NUPOS
IPF	NN	IPF NN PennPOS
were	VBD	be vbd NUPOS
lower	JJR	low JJR PennPOS
than	IN	than cs NUPOS
INSIP	NN	INSIP NN PennPOS
(	(	( ( NUPOS
t	NN	t NN PennPOS
=	JJ	= JJ PennPOS
5.387	CD	5.387 CD PennPOS
,	,	, , NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.05	CD	0.05 CD PennPOS
)	)	) ) NUPOS
;	:	; : NUPOS
In	IN	in IN PennPOS
INSIP	NN	INSIP NN PennPOS
group	NN	group NN PennPOS
,	,	, , NUPOS
patients	NNS	patient NNS PennPOS
of	IN	of pp-f NUPOS
cellular	JJ	cellular JJ PennPOS
pattern	NN	pattern NN PennPOS
expressed	VBD	express VBD PennPOS
BMP-7	NN	BMP-7 NN PennPOS
more	RBR	much RBR PennPOS
than	IN	than cs NUPOS
fibrosing	JJ	fibrosing JJ PennPOS
pattern	NN	pattern NN PennPOS
's	POS	's POS PennPOS
(	(	( ( NUPOS
t	NN	t NN PennPOS
=	JJ	= JJ PennPOS
-5.341	CD	-5.341 CD PennPOS
,	,	, , NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.001	CD	0.001 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

There	EX	there pc-acp NUPOS
were	VBD	be vbd NUPOS
dramatically	RB	dramatic av-j NUPOS
increasing	VBG	increase VBG PennPOS
expressions	NNS	expression NNS PennPOS
of	IN	of pp-f NUPOS
TGF-b	NN	TGF-b NN PennPOS
in	IN	in IN PennPOS
IPF	NN	IPF NN PennPOS
and	CC	and cc NUPOS
INSIP	NN	INSIP NN PennPOS
,	,	, , NUPOS
when	WRB	when c-crq NUPOS
compared	VBN	compare VBN PennPOS
with	IN	with pp NUPOS
the	DT	the dt NUPOS
control	NN	control NN PennPOS
group	NN	group NN PennPOS
(	(	( ( NUPOS
t1	NN	t1 NN PennPOS
=	JJ	= JJ PennPOS
23.393	CD	23.393 CD PennPOS
,	,	, , NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.001	CD	0.001 CD PennPOS
;	:	; : NUPOS
t2	NN	t2 NN PennPOS
=	JJ	= JJ PennPOS
-13.445	CD	-13.445 CD PennPOS
,	,	, , NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.001	CD	0.001 CD PennPOS
)	)	) ) NUPOS
and	CC	and cc NUPOS
it	PRP	it pn31 NUPOS
presented	VBD	present VBD PennPOS
negative	JJ	negative JJ PennPOS
correlation	NN	correlation NN PennPOS
with	IN	with pp NUPOS
BMP-7	NN	BMP-7 NN PennPOS
(	(	( ( NUPOS
group	NN	group NN PennPOS
IPF	NN	IPF NN PennPOS
:	:	: : NUPOS
r	NN	r NN PennPOS
=	JJ	= JJ PennPOS
-0.771	CD	-0.771 CD PennPOS
,	,	, , NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.001	CD	0.001 CD PennPOS
;	:	; : NUPOS
group	NN	group NN PennPOS
INSIP	NNP	INSIP NNP PennPOS
:	:	: : NUPOS
r	NN	r NN PennPOS
=	JJ	= JJ PennPOS
-0.729	CD	-0.729 CD PennPOS
,	,	, , NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.001	CD	0.001 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

(	(	( ( NUPOS
3	LS	3 LS PennPOS
)	)	) ) NUPOS
Clinical	JJ	clinical JJ PennPOS
follow-up	NN	follow-up NN PennPOS
data	NNS	datum NNS PennPOS
showed	VBD	show VBN PennPOS
,	,	, , NUPOS
the	DT	the dt NUPOS
stability	NN	stability NN PennPOS
(	(	( ( NUPOS
improvement	NN	improvement NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
deterioration	NN	deterioration NN PennPOS
and	CC	and cc NUPOS
death	NN	death NN PennPOS
rates	NNS	rate NNS PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
group	NN	group NN PennPOS
IPF	NN	IPF NN PennPOS
and	CC	and cc NUPOS
the	DT	the dt NUPOS
group	NN	group NN PennPOS
INSIP	NNP	INSIP NNP PennPOS
were	VBD	be vbd NUPOS
,	,	, , NUPOS
respectively	RB	respective av-j NUPOS
,	,	, , NUPOS
0	CD	0 CD PennPOS
(	(	( ( NUPOS
0	CD	0 CD PennPOS
%	NN	% NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
2	CD	2 crd NUPOS
(	(	( ( NUPOS
8	CD	8 crd NUPOS
%	NN	% NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
23	CD	23 crd NUPOS
(	(	( ( NUPOS
92	CD	92 crd NUPOS
%	NN	% NN PennPOS
)	)	) ) NUPOS
and	CC	and cc NUPOS
15	CD	15 crd NUPOS
(	(	( ( NUPOS
68.1	CD	68.1 CD PennPOS
%	NN	% NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
3	CD	3 crd NUPOS
(	(	( ( NUPOS
13.6	CD	13.6 CD PennPOS
%	NN	% NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
4	CD	4 crd NUPOS
(	(	( ( NUPOS
18.2	CD	18.2 CD PennPOS
%	NN	% NN PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
results	NNS	result NNS PennPOS
were	VBD	be vbd NUPOS
statistically	RB	statistical av-j NUPOS
significant	JJ	significant JJ PennPOS
(	(	( ( NUPOS
all	DT	all d NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.05	CD	0.05 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
median	JJ	median JJ PennPOS
survival	NN	survival NN PennPOS
time	NN	time NN PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
part	NN	part NN PennPOS
with	IN	with pp NUPOS
higher	JJR	high JJR PennPOS
BMP-7	NN	BMP-7 NN PennPOS
expression	NN	expression NN PennPOS
and	CC	and cc NUPOS
the	DT	the dt NUPOS
part	NN	part NN PennPOS
with	IN	with pp NUPOS
relatively	RB	relative av-j NUPOS
lower	JJR	low JJR PennPOS
BMP-7	NN	BMP-7 NN PennPOS
expression	NN	expression NN PennPOS
,	,	, , NUPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
group	NN	group NN PennPOS
IPF	NN	IPF NN PennPOS
,	,	, , NUPOS
were	VBD	be vbd NUPOS
110.8	CD	110.8 CD PennPOS
and	CC	and cc NUPOS
66.4	CD	66.4 CD PennPOS
months	NNS	month NNS PennPOS
(	(	( ( NUPOS
t	NN	t NN PennPOS
=	JJ	= JJ PennPOS
-2.686	CD	-2.686 CD PennPOS
,	,	, , NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.05	CD	0.05 CD PennPOS
)	)	) ) NUPOS
;	:	; : NUPOS
In	IN	in IN PennPOS
the	DT	the dt NUPOS
group	NN	group NN PennPOS
INSIP	NNP	INSIP NNP PennPOS
,	,	, , NUPOS
were	VBD	be vbd NUPOS
146.4	CD	146.4 CD PennPOS
and	CC	and cc NUPOS
74.9	CD	74.9 CD PennPOS
months	NNS	month NNS PennPOS
(	(	( ( NUPOS
t	NN	t NN PennPOS
=	JJ	= JJ PennPOS
-3.037	CD	-3.037 CD PennPOS
,	,	, , NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.05	CD	0.05 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

CONCLUSIONS	NNS	conclusion NNS PennPOS
:	:	: : NUPOS
Cellular	JJ	cellular JJ PennPOS
cytokines	NNS	cytokine NNS PennPOS
presented	VBN	present VBN PennPOS
different	JJ	different JJ PennPOS
expression	NN	expression NN PennPOS
profiles	NNS	profile NNS PennPOS
in	IN	in IN PennPOS
IPF	NN	IPF NN PennPOS
and	CC	and cc NUPOS
INSIP	NN	INSIP NN PennPOS
patients	NNS	patient NNS PennPOS
.	.	. . NUPOS

Differently	RB	different av-j NUPOS
with	IN	with pp NUPOS
highly	RB	high av-j NUPOS
activated	VBN	activate VBN PennPOS
TGF-b	NN	TGF-b NN PennPOS
,	,	, , NUPOS
BMP-7	NN	BMP-7 NN PennPOS
was	VBD	be vbd NUPOS
inhibited	VBN	inhibit VBN PennPOS
in	IN	in IN PennPOS
IIP	NN	IIP NN PennPOS
patients	NNS	patient NNS PennPOS
,	,	, , NUPOS
which	WDT	which r-crq NUPOS
would	MD	will vmd NUPOS
remind	VB	remind VBP PennPOS
the	DT	the dt NUPOS
degree	NN	degree NN PennPOS
of	IN	of pp-f NUPOS
fibrosis	NN	fibrosis NN PennPOS
and	CC	and cc NUPOS
prognosis	NN	prognosis NN PennPOS
of	IN	of pp-f NUPOS
IIP	NNP	IIP NNP PennPOS
.	.	. . NUPOS

BMP-7	NN	BMP-7 NN PennPOS
would	MD	will vmd NUPOS
be	VB	be vbi NUPOS
expected	VBN	expect VBN PennPOS
to	TO	to p-acp NUPOS
be	VB	be vbi NUPOS
a	DT	a dt NUPOS
novel	JJ	novel JJ PennPOS
target	NN	target NN PennPOS
for	IN	for c-acp NUPOS
IIP	NN	IIP NN PennPOS
pathogenesis	NN	pathogenesis NN PennPOS
and	CC	and cc NUPOS
prognostic	JJ	prognostic JJ PennPOS
research	NN	research NN PennPOS
.	.	. . NUPOS

