[	(	[ ( NUPOS
the	DT	the dt NUPOS
number	NN	number NN PennPOS
of	IN	of pp-f NUPOS
such	JJ	such JJ PennPOS
cells	NNS	cell NNS PennPOS
were	VBD	be vbd NUPOS
less	RBR	little RBR PennPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
control	NN	control NN PennPOS
(	(	( ( NUPOS
0	CD	0 CD PennPOS
-	:	- : NUPOS
1.7	CD	1.7 CD PennPOS
,	,	, , NUPOS
25	CD	25 crd NUPOS
%	NN	% NN PennPOS
-	:	- : NUPOS
32	CD	32 crd NUPOS
%	NN	% NN PennPOS
respectively	RB	respective av-j NUPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Evaluation	NN	evaluation NN PennPOS
of	IN	of pp-f NUPOS
open	JJ	open JJ PennPOS
lung	NN	lung NN PennPOS
biopsies	NNS	biopsy NNS PennPOS
from	IN	from pp NUPOS
patients	NNS	patient NNS PennPOS
with	IN	with pp NUPOS
IPF	NN	IPF NN PennPOS
showed	VBD	show VBN PennPOS
that	IN	that cst NUPOS
PDGF	NN	PDGF NN PennPOS
,	,	, , NUPOS
TGF-beta	NN	TGF-beta NN PennPOS
proteins	NNS	protein NNS PennPOS
were	VBD	be vbd NUPOS
localized	JJ	localized JJ PennPOS
to	TO	to p-acp NUPOS
hyperplastic	JJ	hyperplastic JJ PennPOS
bronchio-alveolar	JJ	bronchio-alveolar JJ PennPOS
epithelial	JJ	epithelial JJ PennPOS
cells	NNS	cell NNS PennPOS
(	(	( ( NUPOS
2.4	CD	2.4 CD PennPOS
-	:	- : NUPOS
3.7	CD	3.7 CD PennPOS
,	,	, , NUPOS
in	IN	in IN PennPOS
control	NN	control NN PennPOS
0	CD	0 CD PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
alveolar	JJ	alveolar JJ PennPOS
macrophages	NNS	macrophage NNS PennPOS
(	(	( ( NUPOS
2.9	CD	2.9 CD PennPOS
-	:	- : NUPOS
3.7	CD	3.7 CD PennPOS
,	,	, , NUPOS
in	IN	in IN PennPOS
control	NN	control NN PennPOS
0.8	CD	0.8 CD PennPOS
-	:	- : NUPOS
1.3	CD	1.3 CD PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
fibroblasts	NNS	fibroblast NNS PennPOS
(	(	( ( NUPOS
3.0	CD	3.0 CD PennPOS
-	:	- : NUPOS
3.6	CD	3.6 CD PennPOS
,	,	, , NUPOS
in	IN	in IN PennPOS
control	NN	control NN PennPOS
2.7	CD	2.7 CD PennPOS
-	:	- : NUPOS
2.8	CD	2.8 CD PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
vascular	JJ	vascular JJ PennPOS
smooth	NN	smooth NN PennPOS
muscle	NN	muscle NN PennPOS
cells	NNS	cell NNS PennPOS
,	,	, , NUPOS
vascular	JJ	vascular JJ PennPOS
endothelial	JJ	endothelial JJ PennPOS
cells	NNS	cell NNS PennPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
fibroblast-like	JJ	fibroblast-like JJ PennPOS
cells	NNS	cell NNS PennPOS
surrounding	VBG	surround VBG PennPOS
pulmonary	JJ	pulmonary JJ PennPOS
vessels	NNS	vessel NNS PennPOS
(	(	( ( NUPOS
2.7	CD	2.7 CD PennPOS
-	:	- : NUPOS
4.0	CD	4.0 CD PennPOS
,	,	, , NUPOS
in	IN	in IN PennPOS
control	NN	control NN PennPOS
2.1	CD	2.1 CD PennPOS
-	:	- : NUPOS
2.9	CD	2.9 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

In	FW	in fw-la NUPOS
situ	FW	situ FW PennPOS
hybridization	NN	hybridization NN PennPOS
results	NNS	result NNS PennPOS
were	VBD	be vbd NUPOS
consistent	JJ	consistent JJ PennPOS
with	IN	with pp NUPOS
that	DT	that d NUPOS
of	IN	of pp-f NUPOS
immunohistochemistry	NN	immunohistochemistry NN PennPOS
except	IN	except c-acp NUPOS
that	DT	that d NUPOS
PDGF	NN	PDGF NN PennPOS
and	CC	and cc NUPOS
TGF-beta	NN	TGF-beta NN PennPOS
mRNA	NN	mRNA NN PennPOS
transcripts	NNS	transcript NNS PennPOS
were	VBD	be vbd NUPOS
not	RB	not xx NUPOS
detected	VBN	detect VBN PennPOS
in	IN	in IN PennPOS
bronchio-alveolar	JJ	bronchio-alveolar JJ PennPOS
epithelial	JJ	epithelial JJ PennPOS
cells	NNS	cell NNS PennPOS
.	.	. . NUPOS

In	IN	in IN PennPOS
control	NN	control NN PennPOS
lungs	NNS	lung NNS PennPOS
,	,	, , NUPOS
however	RB	however a-acp NUPOS
,	,	, , NUPOS
both	DT	both d NUPOS
ISH	NN	ISH NN PennPOS
and	CC	and cc NUPOS
IHC	NNP	IHC NNP PennPOS
revealed	VBD	reveal VBD PennPOS
that	IN	that cst NUPOS
PDGF	NN	PDGF NN PennPOS
and	CC	and cc NUPOS
TGF-beta	NN	TGF-beta NN PennPOS
were	VBD	be vbd NUPOS
only	RB	only av-j NUPOS
present	JJ	present JJ PennPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
pleura	NN	pleuron NNS PennPOS
and	CC	and cc NUPOS
in	IN	in IN PennPOS
fibroblast-like	JJ	fibroblast-like JJ PennPOS
cells	NNS	cell NNS PennPOS
surrounding	VBG	surround VBG PennPOS
pulmonary	JJ	pulmonary JJ PennPOS
vessels	NNS	vessel NNS PennPOS
.	.	. . NUPOS

CONCLUSIONS	NNS	conclusion NNS PennPOS
:	:	: : NUPOS
PDGF	NN	PDGF NN PennPOS
and	CC	and cc NUPOS
TGF-beta	NN	TGF-beta NN PennPOS
,	,	, , NUPOS
which	WDT	which r-crq NUPOS
interplay	NN	interplay NN PennPOS
with	IN	with pp NUPOS
pulmonary	JJ	pulmonary JJ PennPOS
mesenchymal	JJ	mesenchymal JJ PennPOS
cells	NNS	cell NNS PennPOS
,	,	, , NUPOS
are	VBP	be vbb NUPOS
involved	VBN	involve VBN PennPOS
in	IN	in IN PennPOS
fibroplasia	NN	fibroplasia NN PennPOS
and	CC	and cc NUPOS
deposition	NN	deposition NN PennPOS
of	IN	of pp-f NUPOS
extracellular	JJ	extracellular JJ PennPOS
matrix	NN	matrix NN PennPOS
as	RB	as a-acp NUPOS
well	RB	well av NUPOS
as	IN	as c-acp NUPOS
angiogenesis	NN	angiogenesis NN PennPOS
and	CC	and cc NUPOS
epithelial	JJ	epithelial JJ PennPOS
cell	NN	cell NN PennPOS
repopularization	NN	repopularization NN PennPOS
.	.	. . NUPOS

