[	(	[ ( NUPOS
.	.	. . NUPOS

IL-13	NN	IL-13 NN PennPOS
was	VBD	be vbd NUPOS
distributed	VBN	distribute vvn NUPOS
in	IN	in IN PennPOS
alveolar	JJ	alveolar JJ PennPOS
epithelial	JJ	epithelial JJ PennPOS
cells	NNS	cell NNS PennPOS
,	,	, , NUPOS
alveolar	JJ	alveolar JJ PennPOS
macrophages	NNS	macrophage NNS PennPOS
and	CC	and cc NUPOS
interstitial	JJ	interstitial JJ PennPOS
mononuclear	JJ	mononuclear JJ PennPOS
cells	NNS	cell NNS PennPOS
.	.	. . NUPOS

Its	PRP$	its po31 NUPOS
expression	NN	expression NN PennPOS
in	IN	in IN PennPOS
UIP	NNP	UIP NNP PennPOS
was	VBD	be vbd NUPOS
similar	JJ	similar JJ PennPOS
to	TO	to p-acp NUPOS
that	DT	that d NUPOS
in	IN	in IN PennPOS
NSIP	NN	NSIP NN PennPOS
.	.	. . NUPOS

IFN-gamma	NN	IFN-gamma NN PennPOS
was	VBD	be vbd NUPOS
expressed	VBN	express VBN PennPOS
mainly	RB	main av-j NUPOS
in	IN	in IN PennPOS
interstitial	JJ	interstitial JJ PennPOS
mononuclear	JJ	mononuclear JJ PennPOS
cells	NNS	cell NNS PennPOS
.	.	. . NUPOS

Its	PRP$	its po31 NUPOS
expression	NN	expression NN PennPOS
in	IN	in IN PennPOS
NSIP	NN	NSIP NN PennPOS
was	VBD	be vbd NUPOS
stronger	JJR	strong JJR PennPOS
than	IN	than cs NUPOS
that	DT	that d NUPOS
in	IN	in IN PennPOS
UIP	NNP	UIP NNP PennPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
ratio	NN	ratio NN PennPOS
of	IN	of pp-f NUPOS
IL-13	NN	IL-13 NN PennPOS
to	TO	to p-acp NUPOS
IFN-gamma	NN	IFN-gamma NN PennPOS
in	IN	in IN PennPOS
UIP	NNP	UIP NNP PennPOS
(	(	( ( NUPOS
2.18	CD	2.18 CD PennPOS
+	CC	+ CC PennPOS
/	:	/ : NUPOS
-	:	- : NUPOS
0.76	CD	0.76 CD PennPOS
)	)	) ) NUPOS
was	VBD	be vbd NUPOS
significantly	RB	significant av-j NUPOS
higher	JJR	high JJR PennPOS
than	IN	than cs NUPOS
that	DT	that d NUPOS
in	IN	in IN PennPOS
NSIP	NN	NSIP NN PennPOS
(	(	( ( NUPOS
0.95	CD	0.95 CD PennPOS
+	CC	+ CC PennPOS
/	:	/ : NUPOS
-	:	- : NUPOS
0.28	CD	0.28 CD PennPOS
)	)	) ) NUPOS
or	CC	or cc NUPOS
that	IN	that cst NUPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
control	NN	control NN PennPOS
(	(	( ( NUPOS
0.91	CD	0.91 CD PennPOS
+	CC	+ CC PennPOS
/	:	/ : NUPOS
-	:	- : NUPOS
0.16	CD	0.16 CD PennPOS
)	)	) ) NUPOS
(	(	( ( NUPOS
P	NN	p NN PennPOS
<	JJR	< JJR PennPOS
0.05	CD	0.05 CD PennPOS
,	,	, , NUPOS
UIP	NNP	UIP NNP PennPOS
versus	CC	versus pp NUPOS
NSIP	NNP	NSIP NNP PennPOS
or	CC	or cc NUPOS
control	NN	control NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
whereas	IN	whereas cs NUPOS
the	DT	the dt NUPOS
ratio	NN	ratio NN PennPOS
of	IN	of pp-f NUPOS
IL-13	NN	IL-13 NN PennPOS
to	TO	to p-acp NUPOS
IFN-gamma	NN	IFN-gamma NN PennPOS
in	IN	in IN PennPOS
NSIP	NN	NSIP NN PennPOS
was	VBD	be vbd NUPOS
similar	JJ	similar JJ PennPOS
to	TO	to p-acp NUPOS
that	DT	that d NUPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
control	NN	control NN PennPOS
.	.	. . NUPOS

In	IN	in IN PennPOS
normal	JJ	normal JJ PennPOS
lungs	NNS	lung NNS PennPOS
,	,	, , NUPOS
only	RB	only av-j NUPOS
alveolar	JJ	alveolar JJ PennPOS
macrophages	NNS	macrophage NNS PennPOS
expressed	VBD	express VBD PennPOS
these	DT	these d NUPOS
cytokines	NNS	cytokine NNS PennPOS
.	.	. . NUPOS

CONCLUSION	NN	conclusion NN PennPOS
:	:	: : NUPOS
The	DT	the dt NUPOS
different	JJ	different JJ PennPOS
expression	NN	expression NN PennPOS
of	IN	of pp-f NUPOS
TGF-beta	NN	TGF-beta NN PennPOS
(	(	( ( NUPOS
1	CD	1 crd NUPOS
)	)	) ) NUPOS
,	,	, , NUPOS
IL-8	NN	IL-8 NN PennPOS
and	CC	and cc NUPOS
b-FGF	NN	b-FGF NN PennPOS
in	IN	in IN PennPOS
UIP	NNP	UIP NNP PennPOS
and	CC	and cc NUPOS
NSIP	NNP	NSIP NNP PennPOS
and	CC	and cc NUPOS
the	DT	the dt NUPOS
balance	NN	balance NN PennPOS
of	IN	of pp-f NUPOS
IL-13	NN	IL-13 NN PennPOS
/	:	/ : NUPOS
IFN-gamma	NN	IFN-gamma NN PennPOS
may	MD	may vmb NUPOS
be	VB	be vbi NUPOS
involved	VBN	involve VBN PennPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
different	JJ	different JJ PennPOS
pathogenesis	NN	pathogenesis NN PennPOS
in	IN	in IN PennPOS
these	DT	these d NUPOS
two	CD	two crd NUPOS
diseases	NNS	disease NNS PennPOS
.	.	. . NUPOS

