Regulation	NN	regulation O TermTag
beta	NN	beta O TermTag
R-I	NN	R-I O TermTag
and	CC	and O TermTag
T	NN	T NN PennPOS
beta	NN	beta O TermTag
R-II	NN	R-II O TermTag
)	)	) ) NUPOS
.	.	. . NUPOS

TGF-beta	NN	TGF-beta GENE TermTag
latency	NN	latency O TermTag
binding	NN	binding O TermTag
protein	NN	protein O TermTag
1	CD	1 crd NUPOS
(	(	( ( NUPOS
LTBP-1	NN	LTBP-1 O TermTag
)	)	) ) NUPOS
,	,	, , NUPOS
which	WDT	which O TermTag
facilitates	VBZ	facilitate O TermTag
the	DT	the O TermTag
release	NN	release O TermTag
and	CC	and O TermTag
activation	NN	activation O TermTag
of	IN	of O TermTag
L-TGF-beta-1	NN	L-TGF-beta-1 O TermTag
,	,	, , NUPOS
is	VBZ	be O TermTag
also	RB	also O TermTag
important	JJ	important O TermTag
in	IN	in O TermTag
the	DT	the O TermTag
biology	NN	biology O TermTag
of	IN	of O TermTag
TGF-beta-1	NN	TGF-beta-1 GENE TermTag
.	.	. . NUPOS

METHODS	NNS	method O TermTag
:	:	: : NUPOS
Open	VB	open O TermTag
lung	NN	lung O TermTag
biopsy	NN	biopsy O TermTag
samples	NNS	sample O TermTag
from	IN	from O TermTag
patients	NNS	patient O TermTag
with	IN	with O TermTag
IPF	NN	IPF O TermTag
and	CC	and O TermTag
normal	JJ	normal O TermTag
controls	NNS	control O TermTag
were	VBD	be O TermTag
examined	VBN	examine O TermTag
to	TO	to O TermTag
localise	VB	localise O TermTag
T	NN	T NN PennPOS
beta	NN	beta O TermTag
R-I	NN	R-I O TermTag
,	,	, , NUPOS
T	NN	T NN PennPOS
beta	NN	beta O TermTag
R-II	NN	R-II O TermTag
,	,	, , NUPOS
and	CC	and O TermTag
LTBP-1	NN	LTBP-1 O TermTag
.	.	. . NUPOS

Alveolar	JJ	alveolar O TermTag
macrophages	NNS	macrophage O TermTag
(	(	( ( NUPOS
AM	NNP	am O TermTag
)	)	) ) NUPOS
and	CC	and O TermTag
bronchoalveolar	JJ	bronchoalveolar O TermTag
lavage	NN	lavage O TermTag
(	(	( ( NUPOS
BAL	NN	bal O TermTag
)	)	) ) NUPOS
fluid	NN	fluid O TermTag
were	VBD	be O TermTag
examined	VBN	examine O TermTag
using	VBG	use O TermTag
the	DT	the O TermTag
CCL-64	NN	CCL-64 O TermTag
bioassay	NN	bioassay O TermTag
to	TO	to O TermTag
determine	VB	determine O TermTag
if	IN	if O TermTag
TGF-beta	NN	TGF-beta GENE TermTag
is	VBZ	be O TermTag
present	JJ	present O TermTag
in	IN	in O TermTag
its	PRP$	its O TermTag
active	JJ	active O TermTag
form	NN	form O TermTag
in	IN	in O TermTag
the	DT	the O TermTag
lungs	NNS	lung O TermTag
of	IN	of O TermTag
patients	NNS	patient O TermTag
with	IN	with O TermTag
IPF	NN	IPF O TermTag
.	.	. . NUPOS

RESULTS	NNS	result O TermTag
:	:	: : NUPOS
Immunoreactive	JJ	immunoreactive O TermTag
L-TGF-beta-1	NN	L-TGF-beta-1 O TermTag
was	VBD	be O TermTag
present	JJ	present O TermTag
in	IN	in O TermTag
all	DT	all O TermTag
lung	NN	lung O TermTag
cells	NNS	cell O TermTag
of	IN	of O TermTag
patients	NNS	patient O TermTag
with	IN	with O TermTag
IPF	NN	IPF O TermTag
except	IN	except O TermTag
for	IN	for O TermTag
fibroblasts	NNS	fibroblast O TermTag
in	IN	in O TermTag
the	DT	the O TermTag
subepithelial	JJ	subepithelial O TermTag
regions	NNS	region O TermTag
of	IN	of O TermTag
honeycomb	NN	honeycomb O TermTag
cysts	NNS	cyst O TermTag
.	.	. . NUPOS

LTBP-1	NN	LTBP-1 O TermTag
was	VBD	be O TermTag
detected	VBN	detect O TermTag
primarily	RB	primary O TermTag
in	IN	in O TermTag
AM	NNP	am O TermTag
and	CC	and O TermTag
epithelial	JJ	epithelial O TermTag
cells	NNS	cell O TermTag
lining	JJ	lining O TermTag
honeycomb	NN	honeycomb O TermTag
cysts	NNS	cyst O TermTag
in	IN	in O TermTag
areas	NNS	area O TermTag
of	IN	of O TermTag
advanced	JJ	advanced O TermTag
IPF	NN	IPF O TermTag
.	.	. . NUPOS

In	IN	in O TermTag
normal	JJ	normal O TermTag
lungs	NNS	lung O TermTag
LTBP-1	NN	LTBP-1 O TermTag
immunoreactivity	NN	immunoreactivity O TermTag
was	VBD	be O TermTag
observed	VBN	observe O TermTag
in	IN	in O TermTag
a	DT	a dt NUPOS
few	JJ	few O TermTag
AM	NNP	am O TermTag
.	.	. . NUPOS

AM	NNP	am O TermTag
from	IN	from O TermTag
the	DT	the O TermTag
upper	JJ	upper O TermTag
and	CC	and O TermTag
lower	JJR	low O TermTag
lobes	NNS	lobe O TermTag
of	IN	of O TermTag
patients	NNS	patient O TermTag
with	IN	with O TermTag
IPF	NN	IPF O TermTag
secreted	VBN	secrete O TermTag
1.6	CD	1.6 O TermTag
(	(	( ( NUPOS
0.6	CD	0.6 O TermTag
)	)	) ) NUPOS
fmol	NN	fmol O TermTag
and	CC	and O TermTag
4.1	CD	4.1 O TermTag
(	(	( ( NUPOS
1.9	CD	1.9 O TermTag
)	)	) ) NUPOS
fmol	NN	fmol O TermTag
active	JJ	active O TermTag
TGF-beta	NN	TGF-beta GENE TermTag
,	,	, , NUPOS
respectively	RB	respective O TermTag
,	,	, , NUPOS
while	IN	while O TermTag
AM	NNP	am O TermTag
from	IN	from O TermTag
the	DT	the O TermTag
lower	JJR	low O TermTag
lobes	NNS	lobe O TermTag
of	IN	of O TermTag
control	NN	control O TermTag
patients	NNS	patient O TermTag
secreted	VBN	secrete O TermTag
no	DT	no O TermTag
active	JJ	active O TermTag
TGF-beta	NN	TGF-beta GENE TermTag
(	(	( ( NUPOS
p	NN	p NN PennPOS
<	JJR	< JJR PennPOS
or	CC	or O TermTag
=	JJ	= JJ PennPOS
0.01	CD	0.01 O TermTag
for	IN	for O TermTag
TGF-beta	NN	TGF-beta GENE TermTag
in	IN	in O TermTag
the	DT	the O TermTag
conditioned	VBN	condition O TermTag
media	NNS	medium O TermTag
from	IN	from O TermTag
AM	NNP	am O TermTag
obtained	VBN	obtain O TermTag
from	IN	from O TermTag
the	DT	the O TermTag
lower	JJR	low O TermTag
lobes	NNS	lobe O TermTag
of	IN	of O TermTag
IPF	NN	IPF O TermTag
patients	NNS	patient O TermTag
v	LS	v LS PennPOS
normal	JJ	normal O TermTag
controls	NNS	control O TermTag
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the O TermTag
difference	NN	difference O TermTag
in	IN	in O TermTag
percentage	NN	percentage O TermTag
active	JJ	active O TermTag
TGF-beta	NN	TGF-beta GENE TermTag
secreted	VBN	secrete O TermTag
by	IN	by O TermTag
AM	NNP	am O TermTag
from	IN	from O TermTag
the	DT	the O TermTag
lower	JJR	low O TermTag
lobes	NNS	lobe O TermTag
of	IN	of O TermTag
patients	NNS	patient O TermTag
with	IN	with O TermTag
IPF	NN	IPF O TermTag
and	CC	and O TermTag
the	DT	the O TermTag
lower	JJR	low O TermTag
lobes	NNS	lobe O TermTag
of	IN	of O TermTag
control	NN	control O TermTag
patients	NNS	patient O TermTag
was	VBD	be O TermTag
significant	JJ	significant O TermTag
(	(	( ( NUPOS
p	NN	p NN PennPOS
<	JJR	< JJR PennPOS
or	CC	or O TermTag
=	JJ	= JJ PennPOS
0.01	CD	0.01 O TermTag
)	)	) ) NUPOS
,	,	, , NUPOS
but	CC	but O TermTag
the	DT	the O TermTag
difference	NN	difference O TermTag
between	IN	between O TermTag
the	DT	the O TermTag
total	JJ	total O TermTag
TGF-beta	NN	TGF-beta GENE TermTag
secreted	VBN	secrete O TermTag
from	IN	from O TermTag
these	DT	these O TermTag
lobes	NNS	lobe O TermTag
was	VBD	be O TermTag
not	RB	not O TermTag
significant	JJ	significant O TermTag
.	.	. . NUPOS

The	DT	the O TermTag
difference	NN	difference O TermTag
in	IN	in O TermTag
active	JJ	active O TermTag
TGF-beta	NN	TGF-beta GENE TermTag
in	IN	in O TermTag
conditioned	VBN	condition O TermTag
media	NNS	medium O TermTag
of	IN	of O TermTag
AM	NNP	am O TermTag
from	IN	from O TermTag
the	DT	the O TermTag
upper	JJ	upper O TermTag
and	CC	and O TermTag
lower	JJR	low O TermTag
lobes	NNS	lobe O TermTag
of	IN	of O TermTag
patients	NNS	patient O TermTag
with	IN	with O TermTag
IPF	NN	IPF O TermTag
was	VBD	be O TermTag
also	RB	also O TermTag
not	RB	not O TermTag
statistically	RB	statistical O TermTag
significant	JJ	significant O TermTag
.	.	. . NUPOS

BAL	NN	bal O TermTag
fluid	NN	fluid O TermTag
from	IN	from O TermTag
the	DT	the O TermTag
upper	JJ	upper O TermTag
and	CC	and O TermTag
lower	JJR	low O TermTag
lobes	NNS	lobe O TermTag
of	IN	of O TermTag
patients	NNS	patient O TermTag
with	IN	with O TermTag
IPF	NN	IPF O TermTag
contained	VBD	contain O TermTag
0.7	CD	0.7 O TermTag
(	(	( ( NUPOS
0.2	CD	0.2 O TermTag
)	)	) ) NUPOS
fmol	NN	fmol O TermTag
and	CC	and O TermTag
2.9	CD	2.9 O TermTag
(	(	( ( NUPOS
1.2	CD	1.2 O TermTag
)	)	) ) NUPOS
fmol	NN	fmol O TermTag
active	JJ	active O TermTag
TGF-beta	NN	TGF-beta GENE TermTag
,	,	, , NUPOS
respectively	RB	respective O TermTag
(	(	( ( NUPOS
p	NN	p NN PennPOS
<	JJR	< JJR PennPOS
or	CC	or O TermTag
=	JJ	= JJ PennPOS
0.03	CD	0.03 O TermTag
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the O TermTag
percentage	NN	percentage O TermTag
of	IN	of O TermTag
active	JJ	active O TermTag
TGF-beta	NN	TGF-beta GENE TermTag
in	IN	in O TermTag
the	DT	the O TermTag
upper	JJ	upper O TermTag
and	CC	and O TermTag
lower	JJR	low O TermTag
lobes	NNS	lobe O TermTag
was	VBD	be O TermTag
17.6	CD	17.6 O TermTag
(	(	( ( NUPOS
1.0	CD	1.0 O TermTag
)	)	) ) NUPOS
%	NN	% NN PennPOS
and	CC	and O TermTag
78.4	CD	78.4 O TermTag
(	(	( ( NUPOS
1.6	CD	1.6 O TermTag
)	)	) ) NUPOS
%	NN	% NN PennPOS
,	,	, , NUPOS
respectively	RB	respective O TermTag
(	(	( ( NUPOS
p	NN	p NN PennPOS
<	JJR	< JJR PennPOS
or	CC	or O TermTag
=	JJ	= JJ PennPOS
0.03	CD	0.03 O TermTag
)	)	) ) NUPOS
.	.	. . NUPOS

In	IN	in O TermTag
contrast	NN	contrast O TermTag
,	,	, , NUPOS
BAL	NN	bal O TermTag
fluid	NN	fluid O TermTag
from	IN	from O TermTag
control	NN	control O TermTag
patients	NNS	patient O TermTag
contained	VBD	contain O TermTag
small	JJ	small O TermTag
amounts	NNS	amount O TermTag
of	IN	of O TermTag
L-TGF-beta	NN	L-TGF-beta O TermTag
.	.	. . NUPOS

Using	VBG	use O TermTag
immunostaining	NN	immunostaining O TermTag
,	,	, , NUPOS
both	CC	both O TermTag
T	NN	T NN PennPOS
beta	NN	beta O TermTag
R-I	NN	R-I O TermTag
and	CC	and O TermTag
T	NN	T NN PennPOS
beta	NN	beta O TermTag
R-II	NN	R-II O TermTag
were	VBD	be O TermTag
present	JJ	present O TermTag
on	IN	on O TermTag
all	DT	all O TermTag
cells	NNS	cell O TermTag
of	IN	of O TermTag
normal	JJ	normal O TermTag
lungs	NNS	lung O TermTag
but	CC	but O TermTag
T	NN	T NN PennPOS
beta	NN	beta O TermTag
R-I	NN	R-I O TermTag
was	VBD	be O TermTag
markedly	RB	marked O TermTag
reduced	VBN	reduce O TermTag
in	IN	in O TermTag
most	JJS	many O TermTag
cells	NNS	cell O TermTag
in	IN	in O TermTag
areas	NNS	area O TermTag
of	IN	of O TermTag
honeycomb	NN	honeycomb O TermTag
cysts	NNS	cyst O TermTag
except	IN	except O TermTag
for	IN	for O TermTag
interstitial	JJ	interstitial O TermTag
myofibroblasts	NNS	myofibroblast O TermTag
in	IN	in O TermTag
lungs	NNS	lung O TermTag
of	IN	of O TermTag
patients	NNS	patient O TermTag
with	IN	with O TermTag
IPF	NN	IPF O TermTag
.	.	. . NUPOS

TGF-beta-1	NN	TGF-beta-1 GENE TermTag
inhibits	VBZ	inhibit O TermTag
epithelial	JJ	epithelial O TermTag
cell	NN	cell O TermTag
proliferation	NN	proliferation O TermTag
and	CC	and O TermTag
a	DT	a dt NUPOS
lack	NN	lack O TermTag
of	IN	of O TermTag
T	NN	T NN PennPOS
beta	NN	beta O TermTag
R-I	NN	R-I O TermTag
expression	NN	expression O TermTag
by	IN	by O TermTag
epithelial	JJ	epithelial O TermTag
cells	NNS	cell O TermTag
lining	JJ	lining O TermTag
honeycomb	NN	honeycomb O TermTag
cysts	NNS	cyst O TermTag
would	MD	will O TermTag
facilitate	VB	facilitate O TermTag
repair	NN	repair O TermTag
of	IN	of O TermTag
the	DT	the O TermTag
alveoli	NNS	alveolus O TermTag
by	IN	by O TermTag
epithelial	JJ	epithelial O TermTag
cell	NN	cell O TermTag
proliferation	NN	proliferation O TermTag
.	.	. . NUPOS

However	RB	however O TermTag
,	,	, , NUPOS
the	DT	the O TermTag
presence	NN	presence O TermTag
of	IN	of O TermTag
both	CC	both O TermTag
T	NN	T NN PennPOS
beta	NN	beta O TermTag
Rs	NN	rs O TermTag
on	IN	on O TermTag
fibroblasts	NNS	fibroblast O TermTag
is	VBZ	be O TermTag
likely	JJ	likely O TermTag
to	TO	to O TermTag
result	VB	result O TermTag
in	IN	in O TermTag
a	DT	a dt NUPOS
response	NN	response O TermTag
to	TO	to O TermTag
TGF-beta-1	NN	TGF-beta-1 GENE TermTag
for	IN	for O TermTag
synthesis	NN	synthesis O TermTag
of	IN	of O TermTag
connective	JJ	connective O TermTag
tissue	NN	tissue O TermTag
proteins	NNS	protein O TermTag
.	.	. . NUPOS

Our	PRP$	our O TermTag
findings	NNS	finding O TermTag
show	VBP	show O TermTag
that	IN	that O TermTag
biologically	RB	biological O TermTag
active	JJ	active O TermTag
TGF-beta-1	NN	TGF-beta-1 GENE TermTag
is	VBZ	be O TermTag
only	RB	only O TermTag
present	JJ	present O TermTag
in	IN	in O TermTag
the	DT	the O TermTag
lungs	NNS	lung O TermTag
of	IN	of O TermTag
patients	NNS	patient O TermTag
with	IN	with O TermTag
IPF	NN	IPF O TermTag
.	.	. . NUPOS

In	IN	in O TermTag
addition	NN	addition O TermTag
,	,	, , NUPOS
the	DT	the O TermTag
effects	NNS	effect O TermTag
of	IN	of O TermTag
TGF-beta-1	NN	TGF-beta-1 GENE TermTag
on	IN	on O TermTag
cells	NNS	cell O TermTag
may	MD	may O TermTag
be	VB	be O TermTag
further	RB	further O TermTag
regulated	VBN	regulate O TermTag
by	IN	by O TermTag
the	DT	the O TermTag
expression	NN	expression O TermTag
of	IN	of O TermTag
T	NN	T NN PennPOS
beta	NN	beta O TermTag
Rs	NN	rs O TermTag
.	.	. . NUPOS

CONCLUSION	NN	conclusion O TermTag
:	:	: : NUPOS
Activation	NN	activation O TermTag
of	IN	of O TermTag
L-TGF-beta-1	NN	L-TGF-beta-1 O TermTag
and	CC	and O TermTag
the	DT	the O TermTag
differential	JJ	differential O TermTag
expression	NN	expression O TermTag
of	IN	of O TermTag
T	NN	T NN PennPOS
beta	NN	beta O TermTag
Rs	NN	rs O TermTag
may	MD	may O TermTag
be	VB	be O TermTag
important	JJ	important O TermTag
in	IN	in O TermTag
the	DT	the O TermTag
pathogenesis	NN	pathogenesis O TermTag
of	IN	of O TermTag
remodelling	NN	remodelling O TermTag
and	CC	and O TermTag
fibrosis	NN	fibrosis O TermTag
in	IN	in O TermTag
IPF	NN	IPF O TermTag
.	.	. . NUPOS

